ID,PREDICTED
37694,1
37695,0
37696,0
37697,0
37698,0
37699,0
37700,0
37701,0
37702,0
37703,1
37704,0
37705,-1
37706,-1
37707,0
37708,0
37709,-1
37710,-1
37711,0
37712,0
37713,1
37714,0
37715,0
37716,0
37717,0
37718,0
37719,0
37720,1
37721,0
37722,0
37723,0
37724,1
37725,0
37726,1
37727,1
37728,1
37729,0
37730,0
37731,0
37732,1
37733,0
37734,0
37735,0
37736,0
37737,1
37738,0
37739,0
37740,0
37741,0
37742,-1
37743,0
37744,0
37745,0
37746,1
37747,0
37748,0
37749,0
37750,0
37751,0
37752,0
37753,0
37754,0
37755,0
37756,0
37757,0
37758,0
37759,0
37760,0
37761,0
37762,1
37763,0
37764,0
37765,0
37766,1
37767,0
37768,0
37769,0
37770,0
37771,0
37772,-1
37773,0
37774,1
37775,1
37776,0
37777,0
37778,0
37779,0
37780,1
37781,1
37782,0
37783,0
37784,0
37785,0
37786,0
37787,0
37788,0
37789,-1
37790,0
37791,-1
37792,-1
37793,-1
37794,0
37795,1
37796,1
37797,0
37798,0
37799,-1
37800,0
37801,0
37802,-1
37803,0
37804,0
37805,0
37806,0
37807,0
37808,0
37809,0
37810,0
37811,0
37812,0
37813,0
37814,0
37815,-1
37816,0
37817,-1
37818,0
37819,-1
37820,0
37821,0
37822,0
37823,1
37824,-1
37825,-1
37826,0
37827,0
37828,0
37829,1
37830,0
37831,0
37832,0
37833,0
37834,0
37835,-1
37836,-1
37837,0
37838,0
37839,0
37840,0
37841,0
37842,0
37843,1
37844,0
37845,0
37846,0
37847,0
37848,0
37849,0
37850,0
37851,0
37852,1
37853,1
37854,0
37855,0
37856,0
37857,1
37858,1
37859,0
37860,0
37861,0
37862,0
37863,0
37864,0
37865,0
37866,0
37867,0
37868,-1
37869,0
37870,0
37871,0
37872,0
37873,0
37874,0
37875,0
37876,-1
37877,0
37878,0
37879,0
37880,0
37881,0
37882,0
37883,0
37884,0
37885,0
37886,0
37887,0
37888,-1
37889,0
37890,0
37891,-1
37892,0
37893,1
37894,0
37895,0
37896,0
37897,0
37898,0
37899,1
37900,1
37901,0
37902,-1
37903,0
37904,0
37905,0
37906,1
37907,1
37908,0
37909,0
37910,0
37911,0
37912,0
37913,0
37914,0
37915,0
37916,0
37917,1
37918,0
37919,-1
37920,0
37921,0
37922,1
37923,1
37924,0
37925,0
37926,0
37927,0
37928,0
37929,0
37930,0
37931,-1
37932,0
37933,0
37934,1
37935,0
37936,0
37937,0
37938,0
37939,1
37940,0
37941,0
37942,0
37943,-1
37944,0
37945,0
37946,-1
37947,0
37948,-1
37949,-1
37950,0
37951,-1
37952,-1
37953,0
37954,0
37955,0
37956,1
37957,-1
37958,0
37959,0
37960,-1
37961,-1
37962,0
37963,0
37964,0
37965,0
37966,0
37967,0
37968,0
37969,1
37970,0
37971,1
37972,0
37973,1
37974,0
37975,0
37976,0
37977,0
37978,0
37979,1
37980,0
37981,1
37982,-1
37983,0
37984,0
37985,0
37986,1
37987,0
37988,0
37989,0
37990,0
37991,0
37992,0
37993,0
37994,0
37995,0
37996,-1
37997,0
37998,0
37999,0
38000,0
38001,0
38002,-1
38003,0
38004,1
38005,0
38006,0
38007,1
38008,1
38009,1
38010,1
38011,1
38012,1
38013,1
38014,1
38015,1
38016,1
38017,0
38018,-1
38019,1
38020,0
38021,0
38022,0
38023,0
38024,0
38025,0
38026,0
38027,0
38028,0
38029,0
38030,0
38031,0
38032,0
38033,0
38034,0
38035,0
38036,1
38037,0
38038,0
38039,-1
38040,0
38041,1
38042,0
38043,0
38044,0
38045,1
38046,-1
38047,0
38048,-1
38049,0
38050,0
38051,0
38052,1
38053,0
38054,1
38055,1
38056,0
38057,0
38058,0
38059,0
38060,0
38061,0
38062,1
38063,0
38064,-1
38065,1
38066,0
38067,0
38068,0
38069,0
38070,0
38071,0
38072,-1
38073,0
38074,0
38075,0
38076,0
38077,0
38078,0
38079,0
38080,0
38081,0
38082,0
38083,1
38084,0
38085,1
38086,0
38087,0
38088,0
38089,0
38090,0
38091,0
38092,1
38093,0
38094,0
38095,0
38096,0
38097,0
38098,0
38099,1
38100,0
38101,0
38102,0
38103,1
38104,0
38105,0
38106,0
38107,0
38108,-1
38109,0
38110,0
38111,-1
38112,0
38113,0
38114,0
38115,0
38116,0
38117,0
38118,0
38119,0
38120,1
38121,0
38122,0
38123,-1
38124,0
38125,1
38126,1
38127,1
38128,1
38129,1
38130,1
38131,1
38132,1
38133,0
38134,0
38135,0
38136,0
38137,0
38138,0
38139,1
38140,0
38141,0
38142,0
38143,0
38144,0
38145,1
38146,0
38147,0
38148,0
38149,0
38150,0
38151,-1
38152,-1
38153,-1
38154,0
38155,0
38156,0
38157,0
38158,0
38159,0
38160,0
38161,0
38162,1
38163,0
38164,0
38165,0
38166,0
38167,0
38168,0
38169,1
38170,0
38171,0
38172,0
38173,0
38174,0
38175,0
38176,1
38177,1
38178,1
38179,0
38180,0
38181,0
38182,0
38183,0
38184,0
38185,0
38186,0
38187,0
38188,1
38189,1
38190,0
38191,1
38192,0
38193,-1
38194,0
38195,-1
38196,0
38197,0
38198,-1
38199,0
38200,0
38201,0
38202,0
38203,1
38204,-1
38205,0
38206,0
38207,0
38208,1
38209,0
38210,0
38211,0
38212,0
38213,0
38214,0
38215,0
38216,0
38217,0
38218,0
38219,1
38220,0
38221,0
38222,0
38223,0
38224,0
38225,0
38226,-1
38227,0
38228,-1
38229,0
38230,-1
38231,-1
38232,1
38233,0
38234,0
38235,0
38236,1
38237,0
38238,-1
38239,0
38240,0
38241,0
38242,0
38243,0
38244,-1
38245,1
38246,-1
38247,1
38248,0
38249,0
38250,0
38251,0
38252,0
38253,0
38254,1
38255,0
38256,1
38257,0
38258,-1
38259,-1
38260,0
38261,0
38262,-1
38263,0
38264,0
38265,0
38266,-1
38267,-1
38268,-1
38269,0
38270,0
38271,0
38272,-1
38273,-1
38274,-1
38275,-1
38276,-1
38277,-1
38278,0
38279,-1
38280,1
38281,0
38282,-1
38283,0
38284,-1
38285,0
38286,0
38287,0
38288,0
38289,0
38290,0
38291,0
38292,0
38293,1
38294,0
38295,1
38296,0
38297,0
38298,-1
38299,-1
38300,1
38301,-1
38302,0
38303,-1
38304,0
38305,0
38306,0
38307,0
38308,1
38309,1
38310,1
38311,1
38312,1
38313,1
38314,1
38315,1
38316,-1
38317,0
38318,1
38319,1
38320,0
38321,0
38322,0
38323,0
38324,0
38325,0
38326,0
38327,0
38328,0
38329,0
38330,1
38331,0
38332,0
38333,0
38334,1
38335,0
38336,0
38337,0
38338,0
38339,0
38340,0
38341,1
38342,0
38343,0
38344,1
38345,0
38346,0
38347,0
38348,1
38349,-1
38350,1
38351,0
38352,0
38353,0
38354,0
38355,0
38356,1
38357,1
38358,0
38359,-1
38360,1
38361,0
38362,1
38363,0
38364,-1
38365,0
38366,1
38367,0
38368,0
38369,0
38370,0
38371,1
38372,0
38373,0
38374,0
38375,-1
38376,0
38377,1
38378,1
38379,0
38380,0
38381,0
38382,0
38383,1
38384,0
38385,-1
38386,0
38387,0
38388,1
38389,-1
38390,1
38391,0
38392,-1
38393,0
38394,0
38395,0
38396,0
38397,0
38398,0
38399,0
38400,0
38401,0
38402,0
38403,0
38404,0
38405,-1
38406,0
38407,-1
38408,0
38409,0
38410,0
38411,-1
38412,-1
38413,0
38414,0
38415,0
38416,0
38417,0
38418,0
38419,0
38420,0
38421,0
38422,0
38423,0
38424,1
38425,0
38426,0
38427,-1
38428,-1
38429,0
38430,0
38431,0
38432,0
38433,0
38434,0
38435,0
38436,0
38437,0
38438,-1
38439,-1
38440,0
38441,1
38442,0
38443,1
38444,0
38445,1
38446,0
38447,-1
38448,0
38449,-1
38450,0
38451,0
38452,1
38453,0
38454,0
38455,0
38456,0
38457,1
38458,0
38459,-1
38460,0
38461,0
38462,0
38463,1
38464,0
38465,0
38466,0
38467,0
38468,1
38469,0
38470,0
38471,0
38472,0
38473,-1
38474,-1
38475,1
38476,1
38477,0
38478,0
38479,0
38480,0
38481,0
38482,0
38483,1
38484,1
38485,0
38486,0
38487,1
38488,0
38489,0
38490,0
38491,0
38492,1
38493,0
38494,0
38495,1
38496,1
38497,1
38498,1
38499,0
38500,0
38501,0
38502,1
38503,0
38504,0
38505,1
38506,0
38507,0
38508,0
38509,0
38510,0
38511,0
38512,0
38513,0
38514,0
38515,0
38516,0
38517,0
38518,0
38519,0
38520,0
38521,-1
38522,0
38523,0
38524,0
38525,0
38526,0
38527,0
38528,-1
38529,0
38530,0
38531,0
38532,0
38533,0
38534,0
38535,0
38536,0
38537,-1
38538,0
38539,0
38540,0
38541,0
38542,0
38543,0
38544,0
38545,-1
38546,1
38547,0
38548,0
38549,0
38550,0
38551,0
38552,1
38553,-1
38554,1
38555,0
38556,-1
38557,1
38558,1
38559,0
38560,0
38561,1
38562,0
38563,1
38564,0
38565,0
38566,0
38567,0
38568,0
38569,0
38570,0
38571,-1
38572,0
38573,0
38574,0
38575,1
38576,0
38577,1
38578,0
38579,1
38580,1
38581,0
38582,0
38583,0
38584,0
38585,0
38586,0
38587,0
38588,0
38589,1
38590,0
38591,0
38592,0
38593,0
38594,0
38595,0
38596,0
38597,0
38598,0
38599,0
38600,1
38601,-1
38602,0
38603,0
38604,0
38605,1
38606,0
38607,0
38608,0
38609,-1
38610,1
38611,0
38612,0
38613,1
38614,0
38615,1
38616,0
38617,1
38618,1
38619,1
38620,0
38621,0
38622,0
38623,0
38624,0
38625,-1
38626,0
38627,0
38628,0
38629,0
38630,0
38631,0
38632,0
38633,0
38634,1
38635,1
38636,-1
38637,0
38638,0
38639,0
38640,1
38641,1
38642,0
38643,1
38644,0
38645,0
38646,1
38647,0
38648,0
38649,0
38650,0
38651,0
38652,0
38653,0
38654,1
38655,0
38656,1
38657,0
38658,0
38659,0
38660,1
38661,1
38662,0
38663,0
38664,0
38665,0
38666,1
38667,0
38668,0
38669,0
38670,0
38671,0
38672,0
38673,0
38674,0
38675,0
38676,-1
38677,1
38678,1
38679,1
38680,1
38681,1
38682,1
38683,1
38684,1
38685,0
38686,-1
38687,-1
38688,-1
38689,0
38690,0
38691,-1
38692,0
38693,0
38694,0
38695,0
38696,0
38697,1
38698,1
38699,-1
38700,0
38701,0
38702,0
38703,0
38704,0
38705,0
38706,0
38707,0
38708,0
38709,0
38710,0
38711,1
38712,1
38713,1
38714,1
38715,1
38716,1
38717,1
38718,1
38719,0
38720,0
38721,0
38722,0
38723,0
38724,0
38725,0
38726,0
38727,0
38728,0
38729,0
38730,1
38731,1
38732,0
38733,0
38734,0
38735,0
38736,0
38737,1
38738,0
38739,1
38740,0
38741,0
38742,1
38743,0
38744,0
38745,0
38746,0
38747,1
38748,1
38749,0
38750,0
38751,0
38752,0
38753,0
38754,0
38755,0
38756,0
38757,0
38758,0
38759,1
38760,0
38761,-1
38762,1
38763,0
38764,0
38765,0
38766,0
38767,0
38768,0
38769,0
38770,0
38771,0
38772,0
38773,0
38774,0
38775,0
38776,0
38777,1
38778,0
38779,0
38780,0
38781,-1
38782,0
38783,0
38784,0
38785,0
38786,0
38787,-1
38788,0
38789,0
38790,0
38791,0
38792,0
38793,0
38794,0
38795,0
38796,0
38797,0
38798,1
38799,0
38800,0
38801,0
38802,0
38803,0
38804,-1
38805,0
38806,0
38807,0
38808,0
38809,0
38810,0
38811,0
38812,0
38813,0
38814,1
38815,0
38816,1
38817,1
38818,-1
38819,0
38820,1
38821,1
38822,0
38823,0
38824,0
38825,-1
38826,0
38827,0
38828,1
38829,1
38830,0
38831,0
38832,-1
38833,0
38834,0
38835,0
38836,1
38837,0
38838,0
38839,1
38840,1
38841,0
38842,0
38843,0
38844,0
38845,0
38846,-1
38847,0
38848,0
38849,0
38850,-1
38851,0
38852,1
38853,0
38854,0
38855,1
38856,1
38857,1
38858,0
38859,0
38860,-1
38861,0
38862,0
38863,0
38864,0
38865,-1
38866,1
38867,0
38868,1
38869,0
38870,1
38871,0
38872,1
38873,1
38874,0
38875,0
38876,0
38877,0
38878,0
38879,0
38880,0
38881,0
38882,0
38883,1
38884,0
38885,1
38886,0
38887,0
38888,1
38889,1
38890,0
38891,0
38892,0
38893,0
38894,0
38895,-1
38896,0
38897,0
38898,0
38899,0
38900,0
38901,0
38902,0
38903,0
38904,0
38905,1
38906,1
38907,0
38908,1
38909,-1
38910,0
38911,0
38912,0
38913,1
38914,0
38915,0
38916,0
38917,0
38918,0
38919,0
38920,-1
38921,1
38922,0
38923,0
38924,1
38925,1
38926,1
38927,-1
38928,-1
38929,0
38930,0
38931,0
38932,0
38933,1
38934,1
38935,1
38936,1
38937,0
38938,0
38939,0
38940,0
38941,0
38942,0
38943,0
38944,0
38945,0
38946,-1
38947,1
38948,0
38949,0
38950,1
38951,1
38952,-1
38953,0
38954,0
38955,0
38956,-1
38957,0
38958,-1
38959,0
38960,0
38961,1
38962,0
38963,0
38964,0
38965,1
38966,0
38967,0
38968,0
38969,0
38970,0
38971,0
38972,-1
38973,0
38974,-1
38975,0
38976,0
38977,0
38978,-1
38979,0
38980,0
38981,0
38982,0
38983,0
38984,0
38985,0
38986,0
38987,0
38988,0
38989,0
38990,0
38991,0
38992,0
38993,0
38994,0
38995,0
38996,0
38997,0
38998,0
38999,0
39000,1
39001,0
39002,0
39003,0
39004,0
39005,0
39006,0
39007,0
39008,0
39009,0
39010,0
39011,0
39012,0
39013,-1
39014,0
39015,0
39016,0
39017,0
39018,0
39019,0
39020,0
39021,0
39022,0
39023,0
39024,0
39025,1
39026,1
39027,0
39028,0
39029,1
39030,1
39031,0
39032,0
39033,0
39034,0
39035,1
39036,-1
39037,1
39038,0
39039,0
39040,0
39041,0
39042,0
39043,0
39044,0
39045,0
39046,1
39047,1
39048,0
39049,0
39050,-1
39051,1
39052,0
39053,0
39054,0
39055,0
39056,0
39057,0
39058,-1
39059,0
39060,1
39061,0
39062,0
39063,0
39064,1
39065,0
39066,0
39067,0
39068,0
39069,0
39070,0
39071,1
39072,1
39073,0
39074,1
39075,0
39076,0
39077,0
39078,0
39079,0
39080,-1
39081,0
39082,1
39083,0
39084,0
39085,0
39086,0
39087,0
39088,1
39089,0
39090,1
39091,0
39092,0
39093,0
39094,0
39095,0
39096,1
39097,0
39098,1
39099,0
39100,0
39101,0
39102,0
39103,1
39104,0
39105,0
39106,0
39107,0
39108,0
39109,0
39110,1
39111,0
39112,1
39113,-1
39114,1
39115,0
39116,1
39117,0
39118,0
39119,1
39120,0
39121,-1
39122,0
39123,0
39124,-1
39125,0
39126,0
39127,-1
39128,0
39129,0
39130,0
39131,0
39132,-1
39133,0
39134,0
39135,-1
39136,-1
39137,0
39138,0
39139,0
39140,-1
39141,0
39142,0
39143,0
39144,0
39145,0
39146,0
39147,0
39148,0
39149,0
39150,0
39151,-1
39152,0
39153,0
39154,0
39155,0
39156,-1
39157,1
39158,0
39159,0
39160,0
39161,0
39162,0
39163,0
39164,1
39165,1
39166,0
39167,0
39168,0
39169,1
39170,0
39171,1
39172,0
39173,0
39174,0
39175,0
39176,0
39177,0
39178,0
39179,0
39180,0
39181,1
39182,0
39183,0
39184,0
39185,0
39186,0
39187,0
39188,0
39189,0
39190,0
39191,0
39192,1
39193,1
39194,0
39195,0
39196,0
39197,0
39198,0
39199,1
39200,0
39201,0
39202,0
39203,0
39204,0
39205,0
39206,0
39207,0
39208,0
39209,0
39210,0
39211,0
39212,0
39213,0
39214,0
39215,1
39216,1
39217,0
39218,0
39219,0
39220,-1
39221,-1
39222,0
39223,0
39224,0
39225,0
39226,0
39227,0
39228,0
39229,1
39230,0
39231,0
39232,1
39233,0
39234,0
39235,0
39236,-1
39237,0
39238,-1
39239,0
39240,1
39241,0
39242,-1
39243,-1
39244,-1
39245,-1
39246,-1
39247,-1
39248,-1
39249,-1
39250,-1
39251,-1
39252,1
39253,0
39254,0
39255,0
39256,1
39257,0
39258,1
39259,1
39260,0
39261,0
39262,-1
39263,-1
39264,0
39265,0
39266,0
39267,1
39268,0
39269,0
39270,-1
39271,0
39272,0
39273,0
39274,0
39275,0
39276,0
39277,0
39278,0
39279,-1
39280,0
39281,-1
39282,0
39283,0
39284,-1
39285,0
39286,0
39287,-1
39288,0
39289,-1
39290,-1
39291,0
39292,-1
39293,0
39294,-1
39295,0
39296,-1
39297,-1
39298,-1
39299,0
39300,-1
39301,0
39302,-1
39303,1
39304,0
39305,0
39306,-1
39307,0
39308,1
39309,1
39310,1
39311,0
39312,0
39313,0
39314,0
39315,0
39316,0
39317,0
39318,0
39319,1
39320,0
39321,-1
39322,0
39323,0
39324,0
39325,0
39326,0
39327,0
39328,0
39329,0
39330,0
39331,0
39332,0
39333,0
39334,0
39335,0
39336,0
39337,0
39338,0
39339,0
39340,0
39341,0
39342,0
39343,0
39344,1
39345,-1
39346,-1
39347,0
39348,0
39349,-1
39350,0
39351,0
39352,1
39353,0
39354,0
39355,1
39356,0
39357,1
39358,1
39359,0
39360,0
39361,0
39362,-1
39363,0
39364,0
39365,0
39366,0
39367,1
39368,1
39369,0
39370,1
39371,1
39372,0
39373,0
39374,0
39375,1
39376,1
39377,0
39378,1
39379,0
39380,0
39381,0
39382,0
39383,0
39384,0
39385,0
39386,1
39387,0
39388,1
39389,0
39390,0
39391,0
39392,1
39393,0
39394,0
39395,0
39396,0
39397,1
39398,0
39399,1
39400,0
39401,0
39402,0
39403,1
39404,0
39405,0
39406,0
39407,0
39408,0
39409,0
39410,0
39411,0
39412,0
39413,0
39414,0
39415,0
39416,0
39417,0
39418,0
39419,0
39420,0
39421,0
39422,0
39423,0
39424,0
39425,0
39426,1
39427,0
39428,0
39429,1
39430,0
39431,0
39432,0
39433,-1
39434,0
39435,1
39436,0
39437,0
39438,0
39439,0
39440,0
39441,0
39442,0
39443,0
39444,0
39445,0
39446,-1
39447,0
39448,0
39449,0
39450,0
39451,0
39452,1
39453,0
39454,0
39455,0
39456,0
39457,1
39458,0
39459,0
39460,0
39461,0
39462,0
39463,0
39464,0
39465,0
39466,0
39467,0
39468,1
39469,0
39470,-1
39471,0
39472,0
39473,0
39474,0
39475,1
39476,0
39477,0
39478,1
39479,1
39480,0
39481,0
39482,0
39483,0
39484,-1
39485,0
39486,1
39487,-1
39488,0
39489,0
39490,-1
39491,0
39492,0
39493,0
39494,0
39495,1
39496,1
39497,0
39498,0
39499,0
39500,0
39501,0
39502,0
39503,0
39504,0
39505,0
39506,1
39507,0
39508,0
39509,0
39510,0
39511,0
39512,1
39513,0
39514,0
39515,1
39516,0
39517,0
39518,0
39519,0
39520,-1
39521,1
39522,0
39523,0
39524,1
39525,0
39526,0
39527,0
39528,0
39529,0
39530,0
39531,0
39532,0
39533,0
39534,1
39535,0
39536,0
39537,0
39538,0
39539,0
39540,0
39541,0
39542,0
39543,-1
39544,0
39545,0
39546,0
39547,0
39548,-1
39549,0
39550,1
39551,0
39552,0
39553,0
39554,0
39555,0
39556,1
39557,0
39558,0
39559,1
39560,0
39561,1
39562,-1
39563,1
39564,1
39565,0
39566,0
39567,0
39568,0
39569,1
39570,0
39571,0
39572,0
39573,0
39574,0
39575,0
39576,0
39577,0
39578,0
39579,0
39580,0
39581,0
39582,1
39583,0
39584,0
39585,0
39586,0
39587,0
39588,-1
39589,1
39590,0
39591,-1
39592,0
39593,0
39594,0
39595,0
39596,1
39597,0
39598,0
39599,0
39600,0
39601,0
39602,0
39603,0
39604,0
39605,0
39606,0
39607,1
39608,0
39609,0
39610,0
39611,0
39612,0
39613,0
39614,0
39615,0
39616,0
39617,0
39618,0
39619,1
39620,0
39621,0
39622,0
39623,1
39624,0
39625,0
39626,0
39627,0
39628,0
39629,0
39630,0
39631,0
39632,0
39633,0
39634,0
39635,0
39636,0
39637,0
39638,0
39639,0
39640,0
39641,0
39642,-1
39643,-1
39644,0
39645,0
39646,0
39647,1
39648,0
39649,0
39650,0
39651,0
39652,0
39653,0
39654,0
39655,0
39656,1
39657,0
39658,0
39659,0
39660,0
39661,0
39662,1
39663,0
39664,0
39665,0
39666,1
39667,0
39668,0
39669,0
39670,0
39671,0
39672,0
39673,-1
39674,0
39675,0
39676,-1
39677,0
39678,0
39679,0
39680,0
39681,0
39682,0
39683,0
39684,0
39685,0
39686,0
39687,0
39688,0
39689,0
39690,0
39691,0
39692,0
39693,0
39694,0
39695,0
39696,0
39697,0
39698,0
39699,-1
39700,0
39701,0
39702,0
39703,0
39704,0
39705,0
39706,1
39707,0
39708,1
39709,1
39710,0
39711,0
39712,0
39713,0
39714,0
39715,0
39716,1
39717,0
39718,-1
39719,0
39720,0
39721,1
39722,0
39723,0
39724,0
39725,-1
39726,0
39727,-1
39728,-1
39729,1
39730,0
39731,0
39732,0
39733,0
39734,0
39735,1
39736,1
39737,1
39738,1
39739,1
39740,0
39741,0
39742,0
39743,0
39744,0
39745,0
39746,0
39747,0
39748,0
39749,0
39750,0
39751,0
39752,0
39753,0
39754,0
39755,0
39756,0
39757,0
39758,0
39759,0
39760,0
39761,0
39762,0
39763,0
39764,0
39765,0
39766,0
39767,0
39768,0
39769,0
39770,0
39771,0
39772,0
39773,0
39774,0
39775,0
39776,0
39777,0
39778,0
39779,0
39780,1
39781,1
39782,1
39783,-1
39784,0
39785,0
39786,0
39787,0
39788,0
39789,0
39790,0
39791,1
39792,0
39793,0
39794,0
39795,0
39796,0
39797,0
39798,0
39799,0
39800,0
39801,0
39802,0
39803,1
39804,0
39805,0
39806,-1
39807,0
39808,0
39809,0
39810,0
39811,0
39812,0
39813,0
39814,0
39815,0
39816,1
39817,0
39818,0
39819,0
39820,0
39821,0
39822,0
39823,0
39824,1
39825,0
39826,0
39827,0
39828,0
39829,0
39830,-1
39831,0
39832,0
39833,0
39834,0
39835,0
39836,0
39837,0
39838,0
39839,0
39840,0
39841,0
39842,0
39843,0
39844,0
39845,0
39846,0
39847,0
39848,0
39849,0
39850,0
39851,0
39852,0
39853,0
39854,0
39855,0
39856,0
39857,0
39858,0
39859,0
39860,0
39861,0
39862,0
39863,0
39864,0
39865,0
39866,0
39867,0
39868,0
39869,0
39870,0
39871,0
39872,0
39873,0
39874,0
39875,1
39876,0
39877,0
39878,-1
39879,0
39880,0
39881,0
39882,0
39883,0
39884,0
39885,0
39886,0
39887,0
39888,0
39889,-1
39890,0
39891,0
39892,0
39893,0
39894,0
39895,0
39896,0
39897,0
39898,0
39899,0
39900,0
39901,0
39902,0
39903,0
39904,0
39905,0
39906,0
39907,0
39908,0
39909,0
39910,0
39911,0
39912,0
39913,0
39914,1
39915,-1
39916,0
39917,0
39918,0
39919,1
39920,0
39921,0
39922,0
39923,0
39924,0
39925,-1
39926,0
39927,0
39928,0
39929,0
39930,0
39931,1
39932,0
39933,0
39934,0
39935,0
39936,0
39937,0
39938,1
39939,0
39940,0
39941,0
39942,1
39943,1
39944,1
39945,1
39946,1
39947,1
39948,1
39949,1
39950,1
39951,0
39952,0
39953,0
39954,0
39955,0
39956,0
39957,0
39958,0
39959,0
39960,0
39961,0
39962,0
39963,1
39964,0
39965,0
39966,0
39967,1
39968,1
39969,0
39970,0
39971,0
39972,0
39973,0
39974,0
39975,0
39976,0
39977,0
39978,0
39979,0
39980,0
39981,0
39982,0
39983,0
39984,0
39985,0
39986,0
39987,0
39988,0
39989,1
39990,1
39991,0
39992,0
39993,0
39994,0
39995,0
39996,0
39997,0
39998,0
39999,0
40000,0
40001,0
40002,0
40003,0
40004,0
40005,0
40006,0
40007,1
40008,1
40009,1
40010,1
40011,1
40012,1
40013,1
40014,1
40015,1
40016,-1
40017,0
40018,0
40019,0
40020,0
40021,0
40022,0
40023,0
40024,0
40025,1
40026,0
40027,0
40028,0
40029,0
40030,0
40031,-1
40032,0
40033,0
40034,1
40035,0
40036,-1
40037,0
40038,-1
40039,0
40040,0
40041,0
40042,1
40043,-1
40044,0
40045,0
40046,0
40047,0
40048,0
40049,0
40050,0
40051,1
40052,0
40053,0
40054,0
40055,0
40056,-1
40057,0
40058,0
40059,1
40060,0
40061,0
40062,0
40063,0
40064,0
40065,0
40066,0
40067,1
40068,1
40069,1
40070,0
40071,0
40072,1
40073,0
40074,1
40075,1
40076,0
40077,0
40078,0
40079,0
40080,0
40081,0
40082,0
40083,0
40084,0
40085,0
40086,1
40087,0
40088,0
40089,0
40090,0
40091,0
40092,0
40093,0
40094,0
40095,0
40096,0
40097,0
40098,1
40099,1
40100,0
40101,0
40102,0
40103,1
40104,0
40105,0
40106,0
40107,0
40108,0
40109,0
40110,0
40111,0
40112,0
40113,0
40114,0
40115,-1
40116,0
40117,0
40118,0
40119,0
40120,0
40121,-1
40122,0
40123,0
40124,0
40125,0
40126,0
40127,0
40128,0
40129,0
40130,0
40131,0
40132,0
40133,0
40134,0
40135,0
40136,0
40137,0
40138,0
40139,0
40140,0
40141,0
40142,0
40143,1
40144,0
40145,0
40146,0
40147,0
40148,0
40149,0
40150,0
40151,1
40152,-1
40153,0
40154,0
40155,0
40156,0
40157,0
40158,0
40159,1
40160,0
40161,0
40162,1
40163,1
40164,0
40165,1
40166,0
40167,0
40168,0
40169,1
40170,0
40171,0
40172,0
40173,0
40174,0
40175,0
40176,0
40177,0
40178,0
40179,0
40180,0
40181,0
40182,0
40183,0
40184,0
40185,0
40186,0
40187,-1
40188,0
40189,0
40190,0
40191,0
40192,0
40193,0
40194,0
40195,0
40196,0
40197,0
40198,0
40199,0
40200,0
40201,0
40202,1
40203,0
40204,-1
40205,1
40206,1
40207,1
40208,1
40209,1
40210,1
40211,0
40212,0
40213,1
40214,0
40215,1
40216,0
40217,0
40218,0
40219,0
40220,0
40221,0
40222,0
40223,0
40224,0
40225,0
40226,0
40227,0
40228,0
40229,0
40230,0
40231,0
40232,0
40233,0
40234,0
40235,-1
40236,1
40237,0
40238,-1
40239,-1
40240,0
40241,0
40242,0
40243,0
40244,0
40245,0
40246,0
40247,-1
40248,0
40249,1
40250,0
40251,0
40252,0
40253,0
40254,0
40255,0
40256,-1
40257,-1
40258,0
40259,0
40260,0
40261,0
40262,0
40263,0
40264,0
40265,-1
40266,0
40267,0
40268,0
40269,0
40270,0
40271,0
40272,0
40273,1
40274,0
40275,0
40276,0
40277,0
40278,1
40279,0
40280,0
40281,0
40282,0
40283,0
40284,1
40285,0
40286,-1
40287,0
40288,0
40289,0
40290,0
40291,0
40292,0
40293,0
40294,0
40295,0
40296,0
40297,0
40298,0
40299,0
40300,0
40301,0
40302,0
40303,0
40304,0
40305,0
40306,0
40307,0
40308,0
40309,0
40310,0
40311,0
40312,0
40313,0
40314,0
40315,0
40316,0
40317,0
40318,0
40319,0
40320,0
40321,0
40322,0
40323,0
40324,0
40325,0
40326,0
40327,1
40328,-1
40329,0
40330,0
40331,1
40332,0
40333,0
40334,0
40335,0
40336,0
40337,0
40338,-1
40339,-1
40340,0
40341,0
40342,0
40343,0
40344,0
40345,1
40346,0
40347,0
40348,0
40349,0
40350,0
40351,0
40352,0
40353,0
40354,0
40355,0
40356,0
40357,0
40358,1
40359,0
40360,0
40361,-1
40362,0
40363,0
40364,0
40365,0
40366,0
40367,0
40368,1
40369,0
40370,0
40371,1
40372,0
40373,0
40374,0
40375,1
40376,1
40377,-1
40378,0
40379,-1
40380,-1
40381,0
40382,0
40383,0
40384,0
40385,0
40386,0
40387,0
40388,0
40389,0
40390,1
40391,1
40392,0
40393,0
40394,0
40395,0
40396,0
40397,-1
40398,0
40399,1
40400,0
40401,-1
40402,0
40403,0
40404,0
40405,0
40406,0
40407,0
40408,0
40409,0
40410,0
40411,0
40412,0
40413,0
40414,0
40415,0
40416,0
40417,0
40418,0
40419,0
40420,0
40421,0
40422,0
40423,0
40424,0
40425,0
40426,0
40427,-1
40428,0
40429,0
40430,0
40431,1
40432,1
40433,1
40434,1
40435,1
40436,0
40437,0
40438,0
40439,0
40440,1
40441,0
